41.049	3.115822382
45.685	3.36480182
50.321	3.614499902
54.957	3.864972765
59.592	4.113671844
64.228	4.362362632
68.864	4.36248147
73.5	4.362616507
78.136	4.363680427
82.772	4.363923565
87.408	4.364082067
92.044	4.364280041
96.679	4.680289894
101.315	4.680394836
105.951	4.929651748
110.587	5.245689561
115.223	5.245689561
119.859	5.245760381
124.495	5.245760381
129.13	5.252674579
170.853	5.778865212
175.489	5.779733418
180.125	5.779997368
184.761	5.78006317
226.448	17.54251011
231.083	18.57860172
235.718	18.57939401
240.353	19.90446147
263.571	24.04501483
268.207	24.33415625
272.842	24.33424533
277.478	24.62336934
356.228	25.38270961
360.863	25.39094133
365.498	26.07111364
370.133	26.3579753
393.308	28.2544156
397.943	28.82820557
402.578	29.4030923
407.213	29.75413569
486.092	34.50228346
490.728	35.36685684
495.364	36.58731085
500	37.16493733
